query_index,record_id,dataset,split,query_tokens,code_tokens,query,teacher_rank,baseline_rank,kd_rank
161,apache/airflow::airflow/contrib/hooks/gcp_pubsub_hook.py::PubSubHook.pull::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_pubsub_hook.py#L227-L261,codesearchnet,test,110,155,"Pulls up to ``max_messages`` messages from Pub/Sub subscription.

        :param project: the GCP project ID where the subscription exists
        :type project: str
        :param subscription: the Pub/Sub subscription name to pull from; do not
            include the 'projects/{project}/topics/' prefix.
        :type subscription: str
        :param max_messages: The maximum number of messages to return from
            the Pub/Sub API.
        :type max_messages: int
        :param return_immediately: If set, the Pub/Sub API will immediately
            return if no messages are available. Otherwise, the request will
            block for an undisclosed, but bounded period of time
        :type return_immediately: bool
        :return: A list of Pub/Sub ReceivedMessage objects each containing
            an ``ackId`` property and a ``message`` property, which includes
            the base64-encoded message content. See
            https://cloud.google.com/pubsub/docs/reference/rest/v1/projects.subscriptions/pull#ReceivedMessage",1,1,1
162,apache/airflow::airflow/contrib/hooks/gcp_pubsub_hook.py::PubSubHook.acknowledge::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_pubsub_hook.py#L263-L285,codesearchnet,test,56,92,"Pulls up to ``max_messages`` messages from Pub/Sub subscription.

        :param project: the GCP project name or ID in which to create
            the topic
        :type project: str
        :param subscription: the Pub/Sub subscription name to delete; do not
            include the 'projects/{project}/topics/' prefix.
        :type subscription: str
        :param ack_ids: List of ReceivedMessage ackIds from a previous pull
            response
        :type ack_ids: list",2,1,1
163,apache/airflow::airflow/ti_deps/deps/base_ti_dep.py::BaseTIDep.get_dep_statuses::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/ti_deps/deps/base_ti_dep.py#L78-L107,codesearchnet,test,50,111,"Wrapper around the private _get_dep_statuses method that contains some global
        checks for all dependencies.

        :param ti: the task instance to get the dependency status for
        :type ti: airflow.models.TaskInstance
        :param session: database session
        :type session: sqlalchemy.orm.session.Session
        :param dep_context: the context for which this dependency should be evaluated for
        :type dep_context: DepContext",1,1,1
164,apache/airflow::airflow/ti_deps/deps/base_ti_dep.py::BaseTIDep.is_met::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/ti_deps/deps/base_ti_dep.py#L110-L125,codesearchnet,test,74,89,"Returns whether or not this dependency is met for a given task instance. A
        dependency is considered met if all of the dependency statuses it reports are
        passing.

        :param ti: the task instance to see if this dependency is met for
        :type ti: airflow.models.TaskInstance
        :param session: database session
        :type session: sqlalchemy.orm.session.Session
        :param dep_context: The context this dependency is being checked under that stores
            state that can be used by this dependency.
        :type dep_context: BaseDepContext",1,1,1
165,apache/airflow::airflow/ti_deps/deps/base_ti_dep.py::BaseTIDep.get_failure_reasons::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/ti_deps/deps/base_ti_dep.py#L128-L142,codesearchnet,test,58,76,"Returns an iterable of strings that explain why this dependency wasn't met.

        :param ti: the task instance to see if this dependency is met for
        :type ti: airflow.models.TaskInstance
        :param session: database session
        :type session: sqlalchemy.orm.session.Session
        :param dep_context: The context this dependency is being checked under that stores
            state that can be used by this dependency.
        :type dep_context: BaseDepContext",2,1,1
166,apache/airflow::airflow/contrib/hooks/aws_hook.py::_parse_s3_config::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/aws_hook.py#L28-L77,codesearchnet,test,55,210,"Parses a config file for s3 credentials. Can currently
    parse boto, s3cmd.conf and AWS SDK config formats

    :param config_file_name: path to the config file
    :type config_file_name: str
    :param config_format: config type. One of ""boto"", ""s3cmd"" or ""aws"".
        Defaults to ""boto""
    :type config_format: str
    :param profile: profile name in AWS type config file
    :type profile: str",1,1,1
167,apache/airflow::airflow/contrib/hooks/aws_hook.py::AwsHook.get_credentials::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/aws_hook.py#L183-L192,codesearchnet,test,15,48,"Get the underlying `botocore.Credentials` object.

        This contains the following authentication attributes: access_key, secret_key and token.",1,1,1
168,apache/airflow::airflow/contrib/hooks/aws_hook.py::AwsHook.expand_role::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/aws_hook.py#L194-L205,codesearchnet,test,41,55,"If the IAM role is a role name, get the Amazon Resource Name (ARN) for the role.
        If IAM role is already an IAM role ARN, no change is made.

        :param role: IAM role name or ARN
        :return: IAM role ARN",1,1,1
169,apache/airflow::airflow/contrib/hooks/vertica_hook.py::VerticaHook.get_conn::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/vertica_hook.py#L35-L53,codesearchnet,test,4,42,Returns verticaql connection object,1,1,1
170,apache/airflow::airflow/utils/log/logging_mixin.py::set_context::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/log/logging_mixin.py#L166-L184,codesearchnet,test,22,75,"Walks the tree of loggers and tries to set the context for each handler
    :param logger: logger
    :param value: value to set",1,1,1
171,apache/airflow::airflow/utils/log/logging_mixin.py::StreamLogWriter.write::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/log/logging_mixin.py#L92-L102,codesearchnet,test,16,36,"Do whatever it takes to actually log the specified logging record
        :param message: message to log",1,1,1
172,apache/airflow::airflow/utils/log/logging_mixin.py::StreamLogWriter.flush::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/log/logging_mixin.py#L104-L110,codesearchnet,test,7,20,Ensure all logging output has been flushed,1,1,1
173,apache/airflow::airflow/utils/dag_processing.py::correct_maybe_zipped::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L275-L286,codesearchnet,test,25,45,"If the path contains a folder with a .zip suffix, then
    the folder is treated as a zip archive and path to zip is returned.",1,1,1
174,apache/airflow::airflow/utils/dag_processing.py::list_py_file_paths::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L289-L365,codesearchnet,test,47,308,"Traverse a directory and look for Python files.

    :param directory: the directory to traverse
    :type directory: unicode
    :param safe_mode: whether to use a heuristic to determine whether a file
        contains Airflow DAG definitions
    :return: a list of paths to Python files in the specified directory
    :rtype: list[unicode]",1,1,1
175,apache/airflow::airflow/utils/dag_processing.py::SimpleTaskInstance.construct_task_instance::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L213-L233,codesearchnet,test,37,69,"Construct a TaskInstance from the database based on the primary key

        :param session: DB session.
        :param lock_for_update: if True, indicates that the database should
            lock the TaskInstance (issuing a FOR UPDATE clause) until the
            session is committed.",2,1,1
176,apache/airflow::airflow/utils/dag_processing.py::SimpleDagBag.get_dag::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L262-L272,codesearchnet,test,30,47,":param dag_id: DAG ID
        :type dag_id: unicode
        :return: if the given DAG ID exists in the bag, return the BaseDag
        corresponding to that ID. Otherwise, throw an Exception
        :rtype: airflow.utils.dag_processing.SimpleDag",1,1,1
177,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorAgent.start::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L512-L524,codesearchnet,test,10,30,Launch DagFileProcessorManager processor and start DAG parsing loop in manager.,1,1,1
178,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorAgent.harvest_simple_dags::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L580-L602,codesearchnet,test,21,100,"Harvest DAG parsing results from result queue and sync metadata from stat queue.
        :return: List of parsing result in SimpleDag format.",1,1,1
179,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorAgent._heartbeat_manager::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L604-L610,codesearchnet,test,13,26,"Heartbeat DAG file processor and start it if it is not alive.
        :return:",1,1,1
180,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorAgent._sync_metadata::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L612-L623,codesearchnet,test,12,37,"Sync metadata from stat queue and only keep the latest stat.
        :return:",1,1,1
181,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorAgent.terminate::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L637-L643,codesearchnet,test,17,27,"Send termination signal to DAG parsing processor manager
        and expect it to terminate all DAG file processors.",1,1,1
182,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorAgent.end::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L645-L679,codesearchnet,test,9,111,"Terminate (and then kill) the manager process launched.
        :return:",1,1,1
183,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager._exit_gracefully::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L779-L787,codesearchnet,test,13,33,Helper method to clean up DAG file processors to avoid leaving orphan processes.,5,1,1
184,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.start::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L789-L808,codesearchnet,test,30,84,"Use multiple processes to parse and generate tasks for the
        DAGs in parallel. By processing them in separate processes,
        we can get parallelism and isolation from potentially harmful
        user code.",1,1,1
185,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.start_in_async::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L810-L854,codesearchnet,test,8,106,Parse DAG files repeatedly in a standalone loop.,1,1,1
186,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.start_in_sync::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L856-L898,codesearchnet,test,30,106,"Parse DAG files in a loop controlled by DagParsingSignal.
        Actual DAG parsing loop will run once upon receiving one
        agent heartbeat message and will report done when finished the loop.",1,1,1
187,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager._refresh_dag_dir::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L900-L918,codesearchnet,test,14,73,Refresh file paths from dag dir if we haven't done it for too long.,1,1,1
188,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager._print_stat::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L920-L928,codesearchnet,test,12,30,Occasionally print out stats about how fast the files are getting processed,1,1,1
189,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.clear_nonexistent_import_errors::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L931-L944,codesearchnet,test,18,35,"Clears import errors for files that no longer exist.

        :param session: session for ORM operations
        :type session: sqlalchemy.orm.session.Session",1,1,1
190,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager._log_file_processing_stats::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L946-L1020,codesearchnet,test,27,244,"Print out stats about how files are getting processed.

        :param known_file_paths: a list of file paths that may contain Airflow
            DAG definitions
        :type known_file_paths: list[unicode]
        :return: None",1,1,1
191,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.get_pid::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L1026-L1036,codesearchnet,test,35,48,":param file_path: the path to the file that's being processed
        :type file_path: unicode
        :return: the PID of the process processing the given file or None if
            the specified file is not being processed
        :rtype: int",1,1,1
192,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.get_runtime::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L1045-L1056,codesearchnet,test,37,53,":param file_path: the path to the file that's being processed
        :type file_path: unicode
        :return: the current runtime (in seconds) of the process that's
            processing the specified file or None if the file is not currently
            being processed",1,1,1
193,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.get_start_time::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L1078-L1088,codesearchnet,test,37,50,":param file_path: the path to the file that's being processed
        :type file_path: unicode
        :return: the start time of the process that's processing the
            specified file or None if the file is not currently being processed
        :rtype: datetime",1,2,2
194,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.set_file_paths::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L1090-L1109,codesearchnet,test,26,79,"Update this with a new set of paths to DAG definition files.

        :param new_file_paths: list of paths to DAG definition files
        :type new_file_paths: list[unicode]
        :return: None",1,1,1
195,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.wait_until_finished::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L1118-L1124,codesearchnet,test,7,20,Sleeps until all the processors are done.,1,1,1
196,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.heartbeat::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L1126-L1227,codesearchnet,test,51,339,"This should be periodically called by the manager loop. This method will
        kick off new processes to process DAG definition files and read the
        results from the finished processors.

        :return: a list of SimpleDags that were produced by processors that
            have finished since the last time this was called
        :rtype: list[airflow.utils.dag_processing.SimpleDag]",1,1,1
197,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager._find_zombies::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L1230-L1262,codesearchnet,test,19,103,"Find zombie task instances, which are tasks haven't heartbeated for too long.
        :return: Zombie task instances in SimpleTaskInstance format.",1,1,1
198,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.max_runs_reached::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L1264-L1275,codesearchnet,test,10,41,:return: whether all file paths have been processed max_runs times,1,1,1
199,apache/airflow::airflow/utils/dag_processing.py::DagFileProcessorManager.end::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/utils/dag_processing.py#L1285-L1320,codesearchnet,test,15,165,"Kill all child processes on exit since we don't want to leave
        them as orphaned.",1,1,1
200,apache/airflow::airflow/contrib/hooks/ssh_hook.py::SSHHook.get_conn::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/ssh_hook.py#L144-L185,codesearchnet,test,10,87,"Opens a ssh connection to the remote host.

        :rtype: paramiko.client.SSHClient",1,1,1
201,apache/airflow::airflow/contrib/hooks/ssh_hook.py::SSHHook.get_tunnel::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/ssh_hook.py#L199-L239,codesearchnet,test,54,102,"Creates a tunnel between two hosts. Like ssh -L <LOCAL_PORT>:host:<REMOTE_PORT>.

        :param remote_port: The remote port to create a tunnel to
        :type remote_port: int
        :param remote_host: The remote host to create a tunnel to (default localhost)
        :type remote_host: str
        :param local_port:  The local port to attach the tunnel to
        :type local_port: int

        :return: sshtunnel.SSHTunnelForwarder object",1,1,1
202,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.create_transfer_job::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L119-L132,codesearchnet,test,27,39,"Creates a transfer job that runs periodically.

        :param body: (Required) A request body, as described in
            https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs/patch#request-body
        :type body: dict
        :return: transfer job.
            See:
            https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs#TransferJob
        :rtype: dict",1,1,1
203,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.get_transfer_job::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L136-L155,codesearchnet,test,62,76,"Gets the latest state of a long-running operation in Google Storage
        Transfer Service.

        :param job_name: (Required) Name of the job to be fetched
        :type job_name: str
        :param project_id: (Optional) the ID of the project that owns the Transfer
            Job. If set to None or missing, the default project_id from the GCP
            connection is used.
        :type project_id: str
        :return: Transfer Job
        :rtype: dict",1,1,1
204,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.list_transfer_job::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L157-L179,codesearchnet,test,33,67,"Lists long-running operations in Google Storage Transfer
        Service that match the specified filter.

        :param filter: (Required) A request filter, as described in
            https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs/list#body.QUERY_PARAMETERS.filter
        :type filter: dict
        :return: List of Transfer Jobs
        :rtype: list[dict]",1,1,1
205,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.update_transfer_job::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L182-L200,codesearchnet,test,38,57,"Updates a transfer job that runs periodically.

        :param job_name: (Required) Name of the job to be updated
        :type job_name: str
        :param body: A request body, as described in
            https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs/patch#request-body
        :type body: dict
        :return: If successful, TransferJob.
        :rtype: dict",1,1,1
206,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.delete_transfer_job::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L204-L232,codesearchnet,test,85,109,"Deletes a transfer job. This is a soft delete. After a transfer job is
        deleted, the job and all the transfer executions are subject to garbage
        collection. Transfer jobs become eligible for garbage collection
        30 days after soft delete.

        :param job_name: (Required) Name of the job to be deleted
        :type job_name: str
        :param project_id: (Optional) the ID of the project that owns the Transfer
            Job. If set to None or missing, the default project_id from the GCP
            connection is used.
        :type project_id: str
        :rtype: None",1,1,1
207,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.cancel_transfer_operation::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L235-L243,codesearchnet,test,21,27,"Cancels an transfer operation in Google Storage Transfer Service.

        :param operation_name: Name of the transfer operation.
        :type operation_name: str
        :rtype: None",1,3,1
208,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.get_transfer_operation::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L246-L262,codesearchnet,test,27,39,"Gets an transfer operation in Google Storage Transfer Service.

        :param operation_name: (Required) Name of the transfer operation.
        :type operation_name: str
        :return: transfer operation
            See:
            https://cloud.google.com/storage-transfer/docs/reference/rest/v1/Operation
        :rtype: dict",1,1,1
209,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.list_transfer_operations::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L265-L298,codesearchnet,test,47,88,"Gets an transfer operation in Google Storage Transfer Service.

        :param filter: (Required) A request filter, as described in
            https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs/list#body.QUERY_PARAMETERS.filter
            With one additional improvement:

            * project_id is optional if you have a project id defined
              in the connection
              See: :ref:`howto/connection:gcp`

        :type filter: dict
        :return: transfer operation
        :rtype: list[dict]",1,1,1
210,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.pause_transfer_operation::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L301-L309,codesearchnet,test,22,28,"Pauses an transfer operation in Google Storage Transfer Service.

        :param operation_name: (Required) Name of the transfer operation.
        :type operation_name: str
        :rtype: None",1,1,1
211,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.resume_transfer_operation::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L312-L320,codesearchnet,test,22,28,"Resumes an transfer operation in Google Storage Transfer Service.

        :param operation_name: (Required) Name of the transfer operation.
        :type operation_name: str
        :rtype: None",1,1,1
212,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.wait_for_transfer_job::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L323-L348,codesearchnet,test,43,82,"Waits until the job reaches the expected state.

        :param job: Transfer job
            See:
            https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs#TransferJob
        :type job: dict
        :param expected_statuses: State that is expected
            See:
            https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferOperations#Status
        :type expected_statuses: set[str]
        :param timeout:
        :type timeout: time in which the operation must end in seconds
        :rtype: None",1,1,1
213,apache/airflow::airflow/contrib/hooks/gcp_transfer_hook.py::GCPTransferServiceHook.operations_contain_expected_statuses::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_transfer_hook.py#L361-L397,codesearchnet,test,80,138,"Checks whether the operation list has an operation with the
        expected status, then returns true
        If it encounters operations in FAILED or ABORTED state
        throw :class:`airflow.exceptions.AirflowException`.

        :param operations: (Required) List of transfer operations to check.
        :type operations: list[dict]
        :param expected_statuses: (Required) status that is expected
            See:
            https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferOperations#Status
        :type expected_statuses: set[str]
        :return: If there is an operation with the expected state
            in the operation list, returns true,
        :raises: airflow.exceptions.AirflowException If it encounters operations
            with a state in the list,
        :rtype: bool",1,1,1
214,apache/airflow::airflow/models/taskreschedule.py::TaskReschedule.find_for_task_instance::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/models/taskreschedule.py#L67-L85,codesearchnet,test,27,54,"Returns all task reschedules for the task instance and try number,
        in ascending order.

        :param task_instance: the task instance to find task reschedules for
        :type task_instance: airflow.models.TaskInstance",1,1,1
215,apache/airflow::airflow/contrib/executors/kubernetes_executor.py::AirflowKubernetesScheduler._strip_unsafe_kubernetes_special_chars::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/executors/kubernetes_executor.py#L458-L470,codesearchnet,test,53,66,"Kubernetes only supports lowercase alphanumeric characters and ""-"" and ""."" in
        the pod name
        However, there are special rules about how ""-"" and ""."" can be used so let's
        only keep
        alphanumeric chars  see here for detail:
        https://kubernetes.io/docs/concepts/overview/working-with-objects/names/

        :param string: The requested Pod name
        :return: ``str`` Pod name stripped of any unsafe characters",1,1,1
216,apache/airflow::airflow/contrib/executors/kubernetes_executor.py::AirflowKubernetesScheduler._make_safe_pod_id::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/executors/kubernetes_executor.py#L473-L490,codesearchnet,test,45,72,"Kubernetes pod names must be <= 253 chars and must pass the following regex for
        validation
        ""^[a-z0-9]([-a-z0-9]*[a-z0-9])?(\\.[a-z0-9]([-a-z0-9]*[a-z0-9])?)*$""

        :param safe_dag_id: a dag_id with only alphanumeric characters
        :param safe_task_id: a task_id with only alphanumeric characters
        :param random_uuid: a uuid
        :return: ``str`` valid Pod name of appropriate length",1,1,1
217,apache/airflow::airflow/contrib/executors/kubernetes_executor.py::AirflowKubernetesScheduler._make_safe_label_value::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/executors/kubernetes_executor.py#L493-L511,codesearchnet,test,72,108,"Valid label values must be 63 characters or less and must be empty or begin and
        end with an alphanumeric character ([a-z0-9A-Z]) with dashes (-), underscores (_),
        dots (.), and alphanumerics between.

        If the label value is then greater than 63 chars once made safe, or differs in any
        way from the original value sent to this function, then we need to truncate to
        53chars, and append it with a unique hash.",1,1,1
218,apache/airflow::airflow/contrib/executors/kubernetes_executor.py::KubernetesExecutor.clear_not_launched_queued_tasks::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/executors/kubernetes_executor.py#L606-L653,codesearchnet,test,84,163,"If the airflow scheduler restarts with pending ""Queued"" tasks, the tasks may or
        may not
        have been launched Thus, on starting up the scheduler let's check every
        ""Queued"" task to
        see if it has been launched (ie: if there is a corresponding pod on kubernetes)

        If it has been launched then do nothing, otherwise reset the state to ""None"" so
        the task
        will be rescheduled

        This will not be necessary in a future version of airflow in which there is
        proper support
        for State.LAUNCHED",1,1,1
219,apache/airflow::airflow/models/pool.py::Pool.open_slots::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/models/pool.py#L60-L69,codesearchnet,test,9,36,Returns the number of slots open at the moment,1,1,1
220,apache/airflow::airflow/configuration.py::expand_env_var::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/configuration.py#L59-L72,codesearchnet,test,17,41,"Expands (potentially nested) env vars by repeatedly applying
    `expandvars` and `expanduser` until interpolation stops having
    any effect.",1,1,1
221,apache/airflow::airflow/configuration.py::run_command::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/configuration.py#L75-L93,codesearchnet,test,5,49,Runs command and returns stdout,1,1,1
222,apache/airflow::airflow/configuration.py::parameterized_config::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/configuration.py#L484-L491,codesearchnet,test,21,41,"Generates a configuration from the provided template + variables defined in
    current scope
    :param template: a config content templated with {{variables}}",1,1,1
223,apache/airflow::airflow/configuration.py::AirflowConfigParser.remove_option::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/configuration.py#L297-L307,codesearchnet,test,31,50,"Remove an option if it exists in config from a file or
        default config. If both of config have the same option, this removes
        the option in both configs unless remove_default=False.",1,1,1
